OID_,type,subtype,curb_id,dist_s_m,dist_e_m
1599,Curb Cut, ,cGhpbGFkZWxwaGlhOjcxNDY5,48.0099983,55.3499985
1600,Curb Cut, ,cGhpbGFkZWxwaGlhOjcxNDcw,30.4699993,35.4599991
1601,Curb Cut, ,cGhpbGFkZWxwaGlhOjcxNDcx,58.3300018,64.4899979
1602,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjcxNDcy,5.6599998,23.4500008
1603,Curb Cut, ,cGhpbGFkZWxwaGlhOjcxNDcy,25.7600002,29.1100006
1604,Curb Cut, ,cGhpbGFkZWxwaGlhOjcxNzM5,41.6300011,48.4199982
1605,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjcxNzQw,0.0000000,80.1483994
1606,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjcxNzQx,0.0000000,77.2183990
1607,Curb Cut, ,cGhpbGFkZWxwaGlhOjcxNzQy,58.1300011,64.5999985
1608,Curb Cut, ,cGhpbGFkZWxwaGlhOjcxNzQz,23.9400005,30.2000008
1609,Empty Curb, ,cGhpbGFkZWxwaGlhOjcxNzQ0,0.0000000,8.0363903
1610,Curb Cut, ,cGhpbGFkZWxwaGlhOjcxNzQ1,3.2100000,49.4900017
1611,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjcxNzQ3,0.0000000,66.3514023
1612,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjcxNzQ4,0.0000000,80.1679001
1613,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjcxNzQ5,0.0000000,77.2089005
1614,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjcxNzUw,0.0000000,120.9929962
1615,Empty Curb, ,cGhpbGFkZWxwaGlhOjcxNzUy,0.0000000,8.0483999
1616,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjcxODA3,0.0000000,120.1050034
1617,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjcxODA4,0.0000000,120.0999985
1618,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjcxODA5,0.0000000,35.7327995
1619,Curb Cut, ,cGhpbGFkZWxwaGlhOjcxODEw,30.0100002,34.3400002
1620,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjcxODEx,0.0000000,35.7832985
1621,Curb Cut, ,cGhpbGFkZWxwaGlhOjcxODEy,4.4800000,7.0400000
1622,Curb Cut, ,cGhpbGFkZWxwaGlhOjcxODEy,35.5099983,39.2000008
1623,Curb Cut, ,cGhpbGFkZWxwaGlhOjcxODEy,59.3100014,62.6399994
1624,Curb Cut, ,cGhpbGFkZWxwaGlhOjcyOTgw,57.1500015,67.6200027
1625,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMDIw,18.0000000,30.9200001
1626,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMTEw,1.8300000,6.5999999
1627,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMTEx,4.2800002,15.0400000
1628,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMTEy,9.2900000,21.8299999
1629,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjczMTEz,0.0000000,22.3589993
1630,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjczMTE0,0.0000000,34.0401993
1631,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMTE3,31.0100002,42.8300018
1632,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMTE4,22.6599998,28.5100002
1633,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMjIx,1.8400000,5.7600002
1634,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMjIx,13.3699999,30.2000008
1635,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMjIy,2.1900001,9.0600004
1636,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMjIy,11.0299997,15.7500000
1637,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMjIy,21.2099991,26.0200005
1638,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMjIy,31.0900002,41.0200005
1639,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMjIy,42.8600006,44.8899994
1640,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMjI1,17.4899998,21.4200001
1641,Bulbout, ,cGhpbGFkZWxwaGlhOjczMzQx,126.8000031,129.8300018
1642,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzQy,1.0900000,9.1700001
1643,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzQy,20.8799992,29.5599995
1644,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzQy,37.8699989,51.7099991
1645,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzQy,54.5200005,56.7900009
1646,Bulbout, ,cGhpbGFkZWxwaGlhOjczMzQy,124.9199982,129.8600006
1647,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzQz,15.4200001,26.3500004
1648,Empty Curb, ,cGhpbGFkZWxwaGlhOjczMzQ0,0.0000000,61.1694984
1649,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzQ1,65.5100021,68.6900024
1650,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzQ1,98.7099991,103.8000031
1651,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzQ2,1.4500000,27.2900009
1652,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzQ3,3.6900001,10.4399996
1653,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzQ3,14.4399996,21.0599995
1654,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzQ3,24.9400005,30.9400005
1655,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzQ3,34.3899994,39.6199989
1656,Empty Curb, ,cGhpbGFkZWxwaGlhOjczMzQ4,0.0000000,129.1799927
1657,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzYz,72.7399979,98.9000015
1658,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzY0,8.3299999,11.8000002
1659,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzY0,27.8299999,30.7600002
1660,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzY0,35.7500000,41.5000000
1661,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjczMzc1,0.0000000,129.9640045
1662,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzc2,30.0799999,36.4399986
1663,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzc2,42.0699997,111.9400024
1664,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjczMzc3,0.0000000,128.8000031
1665,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjczMzc4,0.0000000,129.8289948
1666,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjczMzc5,0.0000000,129.2129974
1667,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzgw,46.3499985,51.5000000
1668,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzgw,63.4599991,69.4899979
1669,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzgw,77.7300034,88.6800003
1670,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzgw,91.2399979,96.0000000
1671,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzgw,102.5299988,115.9000015
1672,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzgx,69.1800003,72.0800018
1673,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzgx,78.9400024,102.8199997
1674,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzgy,29.4699993,39.2299995
1675,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzgy,64.5500031,70.6600037
1676,Curb Cut, ,cGhpbGFkZWxwaGlhOjczMzgy,89.1399994,93.6800003
1677,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjczMzgz,0.0000000,129.9219971
1678,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjczMzg0,0.0000000,129.9199982
1679,Construction Zone, ,cGhpbGFkZWxwaGlhOjczNjc5,0.7200000,40.3699989
1680,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNjc5,40.3699989,49.4099998
1681,Construction Zone, ,cGhpbGFkZWxwaGlhOjczNjc5,49.4099998,64.5299988
1682,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNjc5,83.0999985,88.4599991
1683,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNjgw,28.3199997,38.4799995
1684,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjczNjgw,38.4799995,42.6300011
1685,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNjgw,45.9399986,56.2599983
1686,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjczNjgw,56.2599983,65.4899979
1687,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNjgw,66.0299988,76.8499985
1688,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjczNjgw,77.3700027,89.8899994
1689,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNjgw,90.5400009,99.4499969
1690,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjczNjgw,99.8000031,123.7200012
1691,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNjg1,21.1399994,25.7199993
1692,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNjg1,39.2999992,43.6300011
1693,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNjg1,57.9199982,66.6100006
1694,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNjg1,80.6999969,86.2200012
1695,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNjg2,28.4799995,32.2299995
1696,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNjg3,29.6100006,33.5000000
1697,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNjg3,44.8499985,51.7500000
1698,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNjg3,70.6100006,77.4199982
1699,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNjg4,21.3500004,35.7799988
1700,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNjg4,72.8499985,85.7300034
1701,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNjg4,99.4100037,103.3000031
1702,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzI0,40.9399986,48.4700012
1703,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzI1,1.9000000,15.3000002
1704,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzI1,25.3600006,32.8699989
1705,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzI2,63.4900017,69.5199966
1706,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzMx,31.1800003,36.1500015
1707,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzM1,100.0000000,103.7699966
1708,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzQz,68.7200012,95.6299973
1709,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjczNzQz,135.6699982,157.4600067
1710,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzQ0,35.1800003,40.0600014
1711,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjczNzQ0,0.3800000,23.9699993
1712,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzU5,12.6599998,29.9099998
1713,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzU5,44.4300003,58.1500015
1714,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzU5,86.0000000,92.2600021
1715,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzU5,100.5400009,119.2799988
1716,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjczNzYw,0.0000000,131.5650024
1717,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzYx,39.3899994,50.8199997
1718,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzYx,95.6399994,104.9100037
1719,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjczNzYz,90.5500031,91.2099991
1720,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzYz,91.2099991,106.0199966
1721,Bulbout, ,cGhpbGFkZWxwaGlhOjczNzY0,66.8700027,81.5899963
1722,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjczNzY1,13.2200003,13.4600000
1723,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzY1,13.4600000,19.6100006
1724,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzY1,29.7800007,44.3499985
1725,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzY2,100.8499985,106.4899979
1726,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzY2,110.0500031,120.4199982
1727,Construction Zone, ,cGhpbGFkZWxwaGlhOjczNzY2,124.7799988,129.1600037
1728,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzY2,129.1600037,129.1699982
1729,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzY4,18.9300003,25.7800007
1730,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzY4,70.9700012,86.3899994
1731,Bulbout, ,cGhpbGFkZWxwaGlhOjczNzY5,6.3899999,17.3500004
1732,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzc3,6.0100002,12.9799995
1733,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjczNzc3,14.2500000,30.6299992
1734,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzc3,30.6299992,40.7000008
1735,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzc3,41.8100014,55.1699982
1736,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzc3,111.1100006,126.1399994
1737,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzc3,133.9199982,139.6999969
1738,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzc3,159.7700043,169.9299927
1739,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzc3,189.1999969,204.3800049
1740,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzc3,227.1399994,243.5700073
1741,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzc3,251.1100006,258.4800110
1742,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzc3,272.2699890,282.2300110
1743,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzc3,287.4200134,299.6300049
1744,Construction Zone, ,cGhpbGFkZWxwaGlhOjczNzg1,17.6700001,106.4800034
1745,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzg1,106.4800034,114.5800018
1746,Construction Zone, ,cGhpbGFkZWxwaGlhOjczNzg1,114.5800018,129.0299988
1747,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzg1,163.2799988,190.3800049
1748,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzg1,231.2100067,241.4499969
1749,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjczNzg3,68.0000000,76.4700012
1750,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzg3,77.7399979,89.0400009
1751,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjczNzg3,89.7399979,97.6399994
1752,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzkz,74.0599976,82.0800018
1753,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzkz,102.5199966,109.2500000
1754,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzk1,14.9099998,56.7099991
1755,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzk1,111.0100021,119.8499985
1756,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzk1,147.1300049,154.6600037
1757,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzk1,160.1499939,166.3099976
1758,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzk3,57.4599991,76.7699966
1759,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzk3,86.0800018,88.6999969
1760,Curb Cut, ,cGhpbGFkZWxwaGlhOjczNzk4,15.0299997,20.6299992
1761,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTE0,19.4699993,42.4099998
1762,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjc0MTE1,0.0000000,131.8809967
1763,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTE2,36.9599991,41.5400009
1764,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTE2,75.9599991,84.2600021
1765,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjc0MTE3,0.0000000,133.4920044
1766,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTE5,21.0699997,30.8999996
1767,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTE5,37.0299988,41.3699989
1768,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTE5,80.5699997,86.9800034
1769,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTE5,96.8399963,105.6299973
1770,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTE5,128.7100067,135.3200073
1771,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTIw,15.6400003,21.5599995
1772,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTIy,5.4000001,14.2700005
1773,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTIy,20.8099995,29.2399998
1774,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTIy,60.1300011,67.2600021
1775,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTIy,78.1600037,81.2900009
1776,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTIy,90.0800018,96.4599991
1777,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTIy,101.2699966,108.3600006
1778,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTIy,109.9700012,116.8600006
1779,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTI0,88.1699982,93.1999969
1780,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTI1,21.0499992,29.6700001
1781,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjc0MTI1,41.8300018,42.6500015
1782,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTI1,42.6500015,48.7500000
1783,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjc0MTI1,48.7500000,49.4900017
1784,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTMw,4.4400001,18.7900009
1785,Construction Zone, ,cGhpbGFkZWxwaGlhOjc0MTMx,2.0000000,20.4099998
1786,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjc0MTMx,20.4099998,37.8100014
1787,Construction Zone, ,cGhpbGFkZWxwaGlhOjc0MTMx,37.8100014,116.3300018
1788,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTMy,44.9799995,50.1699982
1789,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTMz,114.8899994,123.6800003
1790,Bulbout, ,cGhpbGFkZWxwaGlhOjc0MTM4,1.4800000,8.3400002
1791,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTM4,84.8000031,89.3300018
1792,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTM5,115.5800018,124.4800034
1793,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTQw,6.2399998,12.9799995
1794,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTQw,33.0600014,39.1500015
1795,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTQx,16.6700001,29.3899994
1796,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTQx,65.4100037,70.8600006
1797,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTQx,72.6100006,80.5000000
1798,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTQx,103.7500000,112.2699966
1799,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjc0MTQx,112.2699966,112.6800003
1800,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTQ0,11.6599998,19.0000000
1801,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjc0MTQ1,10.9399996,28.7199993
1802,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTQ2,94.6600037,107.4300003
1803,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTQ3,13.5100002,25.0400009
1804,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTQ3,26.3199997,33.7000008
1805,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTQ4,58.1699982,65.7399979
1806,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTQ5,16.0200005,21.7399998
1807,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTUy,60.5499992,77.7600021
1808,Bulbout, ,cGhpbGFkZWxwaGlhOjc0MTUz,3.5599999,16.8700008
1809,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTUz,88.1399994,97.4000015
1810,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjc0MTU1,94.0999985,108.4599991
1811,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTU3,55.3600006,62.5499992
1812,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTU3,80.7399979,85.9800034
1813,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTYx,15.6999998,21.7500000
1814,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTYx,42.7099991,47.2599983
1815,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTYx,64.2300034,72.3399963
1816,Bike Rack, ,cGhpbGFkZWxwaGlhOjc0MTYx,80.0299988,100.4700012
1817,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTYx,106.1399994,110.3700027
1818,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTYy,53.9900017,60.2700005
1819,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTYz,63.8899994,68.6399994
1820,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTY0,56.5499992,72.1800003
1821,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTY0,79.7200012,86.9100037
1822,Bulbout, ,cGhpbGFkZWxwaGlhOjc0MTY1,92.4100037,100.9599991
1823,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTY2,41.3199997,50.0400009
1824,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTY2,68.5699997,74.7900009
1825,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTY3,19.8600006,24.3600006
1826,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTY3,51.7400017,56.9199982
1827,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTY3,57.6899986,60.8600006
1828,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTY4,63.3499985,66.9199982
1829,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTY4,86.2099991,90.3799973
1830,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTY4,92.2900009,99.4000015
1831,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTY5,23.3799992,28.2999992
1832,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTY5,50.4799995,56.7700005
1833,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTY5,109.5899963,115.6399994
1834,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTY5,121.5699997,130.9100037
1835,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0MTcw,73.7300034,81.5899963
1836,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjc0NDg1,0.2800000,81.2300034
1837,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0NDg1,82.0999985,90.9800034
1838,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjc0NDg1,90.9800034,92.5800018
1839,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjc0NDg2,0.6500000,32.0499992
1840,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjc0NDg5,0.0000000,75.9776001
1841,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjc0NDk3,0.0000000,158.5890045
1842,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjc0NDk4,0.0000000,167.3370056
1843,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0NzM5,11.1899996,17.6700001
1844,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjc0NzQw,0.0000000,47.6641998
1845,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjc0NzQz,0.0000000,68.2460022
1846,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjc0NzQ0,0.0000000,59.9463005
1847,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjc0NzQ1,16.8299999,54.5299988
1848,Bulbout, ,cGhpbGFkZWxwaGlhOjc0NzQ5,24.7700005,28.0100002
1849,Bulbout, ,cGhpbGFkZWxwaGlhOjc0NzQ5,29.2399998,30.7999992
1850,Curb Cut, ,cGhpbGFkZWxwaGlhOjc0NzQ5,38.3699989,44.0900002
1851,Bulbout, ,cGhpbGFkZWxwaGlhOjc0NzQ5,44.0900002,46.0099983
1852,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjc0NzUw,0.0000000,23.6800003
1853,Curb Cut, ,cGhpbGFkZWxwaGlhOjc2ODcx,7.6599998,19.4699993
1854,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjc2ODcx,20.6200008,75.9800034
1855,Construction Zone, ,cGhpbGFkZWxwaGlhOjgzNzM1,23.3799992,99.0299988
1856,Curb Cut, ,cGhpbGFkZWxwaGlhOjgzNzM1,94.4700012,97.6299973
1857,Curb Cut, ,cGhpbGFkZWxwaGlhOjgzNzM1,109.9400024,116.8600006
1858,Curb Cut, ,cGhpbGFkZWxwaGlhOjgzNzM3,29.0799999,36.9799995
1859,Curb Cut, ,cGhpbGFkZWxwaGlhOjgzNzM3,42.0499992,47.7599983
1860,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjgzNzM3,52.4900017,56.1599998
1861,Curb Cut, ,cGhpbGFkZWxwaGlhOjgzNzM3,57.0299988,68.6399994
1862,Curb Cut, ,cGhpbGFkZWxwaGlhOjgzNzM4,14.8100004,21.5400009
1863,Curb Cut, ,cGhpbGFkZWxwaGlhOjgzNzM4,52.9599991,58.2799988
1864,Curb Cut, ,cGhpbGFkZWxwaGlhOjgzNzM4,65.0500031,75.0400009
1865,No-Parking Curb, ,cGhpbGFkZWxwaGlhOjgzNzM5,0.0000000,32.5547981
1866,Curb Cut, ,cGhpbGFkZWxwaGlhOjgzNzQw,33.2700005,37.4399986
1867,Pavement Marking,Diagonal Lines,cGhpbGFkZWxwaGlhOjgzODA0,47.4900017,61.8400002
1868,Curb Cut, ,cGhpbGFkZWxwaGlhOjgzODA0,72.4100037,78.4100037
1869,Curb Cut, ,cGhpbGFkZWxwaGlhOjgzODA0,81.8499985,90.5599976
1870,Curb Cut, ,cGhpbGFkZWxwaGlhOjgzODA0,97.1200027,106.4800034
1871,Curb Cut, ,cGhpbGFkZWxwaGlhOjgzODA0,108.0000000,114.8199997
1872,Parklet, ,cGhpbGFkZWxwaGlhOjgzODA1,11.9099998,26.5400009
1873,Parklet, ,cGhpbGFkZWxwaGlhOjgzODA1,55.5400009,71.0599976
1874,Curb Cut, ,cGhpbGFkZWxwaGlhOjgzODA2,18.8999996,32.6599998
1875,Curb Paint,Yellow,cGhpbGFkZWxwaGlhOjgzODA2,33.5600014,36.5800018
1876,Curb Cut, ,cGhpbGFkZWxwaGlhOjgzODA3,39.4399986,43.4399986
1877,Curb Cut, ,cGhpbGFkZWxwaGlhOjgzODA3,80.1900024,84.6100006
1878,Curb Cut, ,cGhpbGFkZWxwaGlhOjg0NzQ0,26.9099998,34.0800018
1879,Curb Cut, ,cGhpbGFkZWxwaGlhOjg0NzQ1,6.5500002,15.4300003
1880,Curb Cut, ,cGhpbGFkZWxwaGlhOjg0NzQ2,58.9900017,71.5500031
1881,Construction Zone, ,cGhpbGFkZWxwaGlhOjg0NzQ3,0.0000000,80.5800018
1882,Curb Cut, ,cGhpbGFkZWxwaGlhOjg0NzQ3,80.5800018,94.0000000
